Label,Score,Learned Model ID
base,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
no repair,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]",-1
repair1,"[100, 14, 24, 1, 1, 100, 1, 29, 1, 100, 1, 1, 1, 1, 1, 100, 9, 1, 1, 1, 100, 1, 100, 100, 1, 100, 1, 100, 100, 1, 100, 1, 1, 1, 100, 1, 1, 1, 1, 1, 100, 100, 1, 1, 1, 1, 100, 1, 100, 1]",-1
repair2,"[100, 34, 3, 3, 1, 1, 1, 1, 1, 100, 1, 4, 1, 4, 1, 5, 1, 1, 1, 31, 95, 1, 100, 100, 1, 100, 1, 100, 100, 1, 100, 1, 1, 1, 100, 100, 1, 100, 1, 100, 100, 100, 1, 1, 100, 1, 66, 1, 100, 100]",-1
repair3,"[4, 1, 5, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
repair4,"[100, 3, 100, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
