Label,Score,Learned Model ID
base,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
no repair,"[-1, 1, -1, -1, -1, 1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1]",-1
repair1,"[2, 1, 2, 1, 1, 3, 1, 100, 1, 100, 1, -1, 64, -1, -1, -1, -1, 100, 1, 10, 100, 1, -1, 1, -1, 100, 100, -1, 100, -1, 1, 100, 4, 18, 1, 1, 100, 100, -1, 100, 1, 100, 1, 1, 1, 100, 100, 1, 100, 1]",-1
repair2,"[100, 3, 2, 4, 1, 1, 1, 3, 1, 1, 3, -1, 2, -1, -1, -1, -1, 2, 1, 2, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 15, 1, 1, 1, 100, 100, -1, 31, 1, 1, 1, 3, 1, 1, 1, 11, 1, 1]",-1
repair3,"[100, 4, 6, 3, 1, 1, 1, 1, 1, 1, 3, -1, 1, -1, -1, -1, -1, 2, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
repair4,"[2, 1, 2, 2, 1, 3, 2, 3, 1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",-1
