Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 33, 34, 35, 36, 37, 38, 38, 39, 40, 41, 42, 43, 44, 45, 45, 46]",-1,"(0.07375179999507964, 0.08799060000455938, 0.11183209999580868, 0.0786350999987917, 0.07494840001163539, 0.0868077000050107, 0.07459889999881852, 0.07531770000059623, 0.07408350000332575, 0.07198669998615514, 0.0777170999936061, 0.07458820000465494, 0.07229390001157299, 0.07735479999973904, 0.07458509999560192, 0.07581349999236409, 0.08950439999171067, 0.07348720000300091, 0.07333550001203548, 0.07812979999289382, 0.25594920000003185, 0.07127770000079181, 0.07742899999720976, 0.07116819999646395, 0.1013189999939641, 0.070828599986271, 0.08832929999334738, 0.16657969998777844, 0.07739679999940563, 0.08974450000096112, 0.07704389998980332, 0.08410730000468902, 0.08339609998802189, 0.07978210000146646, 0.07975409999198746, 0.13398549999692477, 0.07926459998998325, 0.07672589999856427, 0.1821749000082491, 0.07650009999633767, 0.07712539999920409, 0.1093809999874793, 0.07704679999733344, 0.10133670001232531, 0.07829370000399649, 0.08068089999142103)","(0.004368399997474626, 0.012358700012555346, 0.02951049999683164, 0.004276100007700734, 0.004423300008056685, 0.01600230000622105, 0.005865999992238358, 0.010857700006454252, 0.004210600003716536, 0.006044699999620207, 0.004359900005511008, 0.007463700007065199, 0.0057930000039050356, 0.005801699997391552, 0.005200100000365637, 0.01163069999893196, 0.008656299993162975, 0.005917999995290302, 0.004638900005375035, 0.005945800003246404, 0.0971990999969421, 0.004276699997717515, 0.010752800008049235, 0.006421700003556907, 0.027739700002712198, 0.004242700000759214, 0.017192100000102073, 0.07052100000146311, 0.00535830001172144, 0.019846399998641573, 0.007475000005797483, 0.00415659999998752, 0.004537000000709668, 0.01020230000722222, 0.008538200010661967, 0.04555239999899641, 0.00504190000356175, 0.005498200000147335, 0.06970990000991151, 0.013114899993524887, 0.0049767000018619, 0.013574700002209283, 0.00520479999249801, 0.01676440000301227, 0.004948000001604669, 0.010422199993627146)","(13, 29, 75, 13, 12, 36, 15, 31, 13, 18, 12, 20, 11, 16, 15, 29, 21, 17, 14, 13, 269, 13, 31, 17, 71, 13, 35, 181, 16, 49, 19, 11, 12, 21, 20, 94, 14, 16, 187, 25, 11, 38, 12, 47, 12, 29)"
base domain - no repair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",-1,"(0.0774332000000868, 0.07383420001133345, 0.08332829999562819, 0.07834809999621939, 0.07720970000082161, 0.0798518000083277, 0.07574210000166204, 0.07328310000593774, 0.0809298999956809, 0.08014269999694079, 0.07329010000103153, 0.08350849999987986, 0.07376349999685772, 0.07450440000684466, 0.07850889999826904, 0.07650539999303874, 0.07416139999986626, 0.0783374000020558, 0.07624769999529235, 0.07249590000719763, 0.07649029999447521, 0.07361629999650177, 0.06944819999625906, 0.08036009999341331, 0.07183840000652708, 0.07243359999847598, 0.07214070000918582, 0.07383839999965858, 0.07100460000219755, 0.07378449999669101, 0.072949499997776, 0.06930040000588633, 0.07200709999597166, 0.07519129999855068, 0.0709843000076944, 0.07579280000936706, 0.0746421000076225, 0.07357049999700394, 0.07676609999907669, 0.07300299999769777, 0.07142649999877904, 0.0741184000071371, 0.07395250000990927, 0.0754373000090709, 0.07444759999634698, 0.07328989999950863, 0.0733741000003647, 0.07323700000415556, 0.07199609999952372, 0.06970769999315962)","(0.003726399998413399, 0.00412180001148954, 0.0061855000094510615, 0.00396030000410974, 0.00398769999446813, 0.00452120001136791, 0.0037921000039204955, 0.0046975000004749745, 0.0046156999887898564, 0.0046722999977646396, 0.00579160000779666, 0.004967700006091036, 0.0037385999894468114, 0.0037222000100882724, 0.004694899995229207, 0.005154300000867806, 0.003837199998088181, 0.004446899998583831, 0.004413399990880862, 0.003497199999401346, 0.004233200001181103, 0.006070000003091991, 0.003939999995054677, 0.005104700001538731, 0.0037404999893624336, 0.003891000000294298, 0.004768699989654124, 0.004184500008705072, 0.004017200000816956, 0.004102000006241724, 0.00405000000318978, 0.003991399993537925, 0.004908000002615154, 0.0034740999981295317, 0.004816000000573695, 0.004161999997450039, 0.003889799991156906, 0.003917499998351559, 0.004153200003202073, 0.005688899997039698, 0.004027300004963763, 0.004134700007853098, 0.004128099986701272, 0.0035582999989856035, 0.004350100003648549, 0.005588900006841868, 0.003988400014350191, 0.003672599996207282, 0.003846100007649511, 0.0049263999972026795)","(11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11)"
all monomials repair,"[0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 28, 29, 30, 31, 32, 33, 33, 34, 35, 36, 37, 38, 39, 40, 40, 41]",-1,"(0.07721540000056848, 0.08624009999039117, 0.14519060000020545, 0.17378379999718163, 0.16173569999227766, 0.0723475000122562, 0.0731415000045672, 0.0839579000021331, 0.07099269999889657, 0.07506149999971967, 0.07369170000310987, 0.07738239999162033, 0.0741485000035027, 0.07082819999777712, 0.07703430000401568, 0.07498270001087803, 0.07188969998969696, 0.07632760000706185, 0.07079690000682604, 0.07763680000789464, 0.22682779999740887, 0.07268870000552852, 0.07778769999276847, 0.07794180000200868, 0.08924760000081733, 0.10904759999539237, 0.10296610000659712, 0.0905025999963982, 0.14405799999076407, 0.07112710000365041, 0.08275800000410527, 0.07558530000096653, 0.07106159999966621, 0.07764699999825098, 0.07257810000737663, 0.08174969999527093, 0.07234430000244174, 0.09667290000652429, 0.072398800009978, 0.07325250000576489, 0.07037109999509994, 0.1646918999904301, 0.0749101000110386, 0.07117379999544937, 0.0846989000128815, 0.07184180000331253, 0.08050929999444634, 0.07146570000622887, 0.07992099999682978, 0.07957269999315031)","(0.02292059999308549, 0.017171400002553128, 0.09359210000548046, 0.0331270000024233, 0.039071599996532314, 0.026214500001515262, 0.021784199998364784, 0.04189259999839123, 0.02058549999492243, 0.022728199997800402, 0.015362200007075444, 0.027212700006202795, 0.014408799994271249, 0.021243600000161678, 0.020318099996075034, 0.045005300009506755, 0.0348117999965325, 0.024570100009441376, 0.01749339999514632, 0.0186394000047585, 0.39338750000752043, 0.016904399992199615, 0.04966190000413917, 0.02741950000927318, 0.027240499999606982, 0.12515310000162572, 0.018352200000663288, 0.06321329998900183, 0.25448129999858793, 0.019879200001014397, 0.06759169998986181, 0.023166099999798462, 0.014317099994514138, 0.017346599997836165, 0.02882099999987986, 0.03404980000050273, 0.02502819999062922, 0.1438815000001341, 0.018860800002585165, 0.02389229999971576, 0.028408300000592135, 0.28776989999460056, 0.03116730001056567, 0.016983100009383634, 0.04755200000363402, 0.014845499987131916, 0.07108929999230895, 0.015593499992974102, 0.02995070000179112, 0.04010279999056365)","(11, 10, 24, 11, 12, 11, 15, 31, 13, 18, 12, 20, 11, 16, 15, 29, 21, 17, 14, 13, 269, 13, 31, 11, 17, 71, 13, 35, 181, 16, 49, 19, 11, 12, 11, 21, 20, 94, 14, 16, 11, 187, 25, 11, 38, 12, 47, 12, 11, 29)"
adaptive repair base,"[0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 28, 29, 30, 31, 32, 33, 33, 34, 35, 36, 37, 38, 39, 40, 40, 41]",-1,"(0.0825604999990901, 0.1476357000065036, 0.08413170000130776, 0.1324626999994507, 0.16848589999426622, 0.07542819999798667, 0.07206409999344032, 0.0850471000012476, 0.07016659999499097, 0.07493080000858754, 0.07124910000129603, 0.08349879999877885, 0.08474730000307318, 0.0793610999971861, 0.08346480000182055, 0.07737129999441095, 0.08461679999891203, 0.07270839999546297, 0.073474000004353, 0.07383890000346582, 0.23738400000729598, 0.07235429999127518, 0.07567800000833813, 0.07237609999720007, 0.07438989999354817, 0.0980169999966165, 0.07224290000158362, 0.0759983000025386, 0.1589349999994738, 0.07468679999874439, 0.08853199999430217, 0.0766765000007581, 0.07759139999689069, 0.07882310000422876, 0.07646740000927821, 0.0823781999933999, 0.0759840999962762, 0.10643820000404958, 0.07223180000437424, 0.07024499999533873, 0.07398159999866039, 0.15310179999505635, 0.07990450000215787, 0.0798408999980893, 0.09088830000837334, 0.07548189999943133, 0.08209509999142028, 0.0764253999950597, 0.07623750000493601, 0.08220689999870956)","(0.03386309999041259, 0.0779373000113992, 0.04121039999881759, 0.03797790000680834, 0.05998590000672266, 0.03577809999114834, 0.02088739999453537, 0.04567900000256486, 0.021625900000799447, 0.02560369999264367, 0.01839579999796115, 0.033353999999235384, 0.018037199988611974, 0.02639479999197647, 0.02387299999827519, 0.04776810000475962, 0.033125600006314926, 0.028039099997840822, 0.01925279998977203, 0.021970899993903004, 0.3758223999902839, 0.0162205999949947, 0.04315420000057202, 0.03684339999745134, 0.024757999999565072, 0.09935180000320543, 0.01721969999198336, 0.05146039999090135, 0.2568895000003977, 0.01991730000008829, 0.07178650000423659, 0.023760999989463016, 0.01420499999949243, 0.015109099986148067, 0.044928000002983026, 0.028679600000032224, 0.03419649999705143, 0.12249679998785723, 0.019500499998684973, 0.023119200006476603, 0.04360090001136996, 0.28856859999359585, 0.03937990000122227, 0.018771499991999008, 0.048961799999233335, 0.01689480000641197, 0.05946340000082273, 0.018498599994927645, 0.041221799998311326, 0.041964100004406646)","(11, 14, 11, 11, 12, 11, 15, 31, 13, 18, 12, 20, 11, 16, 15, 29, 21, 17, 14, 13, 269, 13, 31, 11, 17, 71, 13, 35, 181, 16, 49, 19, 11, 12, 11, 21, 20, 94, 14, 16, 11, 187, 25, 11, 38, 12, 47, 12, 11, 29)"
adaptive repair + support for signature change,"[0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 28, 29, 30, 31, 32, 33, 33, 34, 35, 36, 37, 38, 39, 40, 40, 41]",-1,"(0.07460279999941122, 0.13391229999251664, 0.07969169999705628, 0.14793980000831652, 0.17687919999298174, 0.0731658000004245, 0.07364360000065062, 0.08277199999429286, 0.07324109999171924, 0.07309249999525491, 0.07256299999426119, 0.07891470000322443, 0.0748301999992691, 0.0725347999978112, 0.07713199999125209, 0.07809629999974277, 0.07222319999709725, 0.08092530000430997, 0.07033969998883549, 0.07890719998977147, 0.2317754999967292, 0.07064959999115672, 0.07391569999163039, 0.071435299993027, 0.07369659999676514, 0.09562379999260884, 0.07694689999334514, 0.07637479998811614, 0.1490202999993926, 0.07359200000064448, 0.08957509999163449, 0.07122410000010859, 0.07541350000246894, 0.07842130000062753, 0.0705961999919964, 0.08154579999973066, 0.07362099998863414, 0.10184760000265669, 0.07160600001225248, 0.07157689999439754, 0.07301900000311434, 0.15412880000076257, 0.07607610001286957, 0.07208579999860376, 0.08324189999257214, 0.07241140000405721, 0.08169859999907203, 0.07331500000145752, 0.07766920000722166, 0.07543900000746362)","(0.026567199995042756, 0.058815800002776086, 0.030589500005589798, 0.038573499987251125, 0.05670970000210218, 0.03672819999337662, 0.021903700006077997, 0.046914300008211285, 0.01931420000619255, 0.026317700001527555, 0.01487309999356512, 0.025176099996315315, 0.013976300004287623, 0.022277299998677336, 0.029477500007487833, 0.03849120000086259, 0.027357499988283962, 0.02108599999337457, 0.01738160000240896, 0.019162800002959557, 0.38443829999596346, 0.01888689999759663, 0.039405699993949383, 0.03991439999663271, 0.02319609999540262, 0.10063559999980498, 0.016507599997567013, 0.043254799995338544, 0.2610207999969134, 0.022388299999875017, 0.07345589999749791, 0.02493829999002628, 0.01709639999899082, 0.015118700001039542, 0.03817390000040177, 0.02985859999898821, 0.028024200000800192, 0.1365933000051882, 0.01787950001016725, 0.022782899992307648, 0.03897599999618251, 0.2665199999901233, 0.036627399997087196, 0.01424869999755174, 0.04781820000789594, 0.019286299997474998, 0.06533939999644645, 0.016601499999524094, 0.04843389999587089, 0.03654679999453947)","(11, 14, 11, 11, 12, 11, 15, 31, 13, 18, 12, 20, 11, 16, 15, 29, 21, 17, 14, 13, 269, 13, 31, 11, 17, 71, 13, 35, 181, 16, 49, 19, 11, 12, 11, 21, 20, 94, 14, 16, 11, 187, 25, 11, 38, 12, 47, 12, 11, 29)"
