Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 46, 47, 48]",-1,"(0.1123985999947763, 0.1402814999964903, 1.4189813999983016, 60.2768705999988, 0.10684880000189878, 0.12859780000144383, 0.17948969999997644, 0.20975129999715136, 0.8240978000030736, 0.3060224000000744, 1.6698208000016166, 0.12824340000224765, 0.6399234999989858, 0.19071090000215918, 0.23322700000426266, 0.49823209999885876, 0.45087490000150865, 0.44979459999740357, 0.42102790000353707, 0.12486839999473887, 0.16173279999929946, 0.9794123000028776, 0.11221030000160681, 0.17016330000478774, 0.15305300000181887, 0.20894219999900088, 0.10278290000132984, 0.23180349999893224, 0.1355217000018456, 1.5911347000001115, 0.14478059999964898, 0.1394782000061241, 0.11514949999400415, 0.34631919999810634, 0.5932614999983343, 0.1455714000039734, 0.4503428999960306, 0.13188939999963623, 0.17570799999521114, 0.7722057999999379, 0.24513999999908265, 0.19551199999841629, 0.11226449999958277, 0.1687164999966626, 0.26914610000676475, 0.6927326000004541, 0.1433513000010862, 60.187404700001935, 0.14698299999872688, 0.17127679999975953)","(0.0012005000025965273, 0.009037899995746557, 0.2715281999990111, 0.025122999999439344, 0.0014573000007658266, 0.0216634000025806, 0.03477539999585133, 0.036203200004820246, 0.1323610999970697, 0.07808260000456357, 0.39366209999570856, 0.0024637000024085864, 0.12478530000225874, 0.026461000001290813, 0.030793999998422805, 0.13604279999708524, 0.1535814000017126, 0.15969810000387952, 0.11458879999554483, 0.0027288999990560114, 0.026124199997866526, 0.2455898000043817, 0.0030017000026418827, 0.04121879999729572, 0.006723400001646951, 0.019315300000016578, 0.0011412000021664426, 0.013385400001425296, 0.013501499997801147, 0.4416343999982928, 0.003431199998885859, 0.005463599998620339, 0.003245399995648768, 0.10103959999833023, 0.15856699999858392, 0.00967559999844525, 0.10199889999785228, 0.003266500003519468, 0.01701889999822015, 0.21279610000055982, 0.054541099998459686, 0.04881749999913154, 0.0029863000017940067, 0.026849900001252536, 0.058902900003886316, 0.21980880000046454, 0.010998400000971742, 0.03879410000081407, 0.0043697000000975095, 0.015311100003600586)","(1, 10, 456, 44, 1, 17, 47, 61, 336, 105, 612, 3, 224, 35, 68, 258, 224, 237, 214, 2, 38, 447, 4, 34, 13, 40, 1, 39, 16, 594, 6, 3, 1, 156, 246, 22, 176, 4, 38, 320, 104, 82, 1, 27, 116, 240, 9, 76, 3, 22)"
base domain - no repair,"[0, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 14, 14, 14, 14, 15, 15, 16, 16]",-1,"(0.09495009999955073, 0.12719579999975394, 0.16058809999958612, 0.16085580000071786, 0.1260889999975916, 0.17022269999870332, 0.13141380000161007, 0.1285377000021981, 0.17740259999845875, 0.14571319999959087, 0.15372370000113733, 0.10988750000251457, 0.13790339999832213, 0.11185719999775756, 0.10884019999502925, 0.18428900000435533, 0.15990320000128122, 0.15561139999772422, 0.17732539999997243, 0.10419170000386657, 0.1274293000024045, 0.1537246999941999, 0.11948100000154227, 0.14173239999945508, 0.12786079999932554, 0.17154709999886109, 0.10939349999534898, 0.09909779999725288, 0.13837149999744724, 0.1815067999996245, 0.11526849999791011, 0.13798420000239275, 0.10021920000144746, 0.20247570000356063, 0.17630819999612868, 0.11453500000061467, 0.1805469000028097, 0.09239169999636943, 0.18756740000389982, 0.20230650000303285, 0.14965800000209128, 0.14950420000241138, 0.10526560000289464, 0.1701933000003919, 0.15939629999775207, 0.12537829999928363, 0.12709970000287285, 0.2179933000006713, 0.09791940000286559, 0.12766299999930197)","(0.002514699997846037, 0.007977900000696536, 0.03356609999900684, 0.03676070000074105, 0.003835700001218356, 0.010691800001950469, 0.05073410000477452, 0.017976299997826573, 0.03495019999536453, 0.016135800004121847, 0.05608049999864306, 0.0017491000035079196, 0.02567310000449652, 0.009687700003269129, 0.012076699997123796, 0.04027879999921424, 0.0664524999956484, 0.028986600002099294, 0.06485400000383379, 0.002318099999683909, 0.007184300004155375, 0.03331920000346145, 0.0070687999977963045, 0.03313680000428576, 0.00675720000435831, 0.03393060000234982, 0.0013641999976243824, 0.006176399998366833, 0.012451000002329238, 0.06839129999571014, 0.010018000000854954, 0.0031788000051165, 0.0011817000049632043, 0.042112499999348074, 0.0665043000044534, 0.00999500000034459, 0.023579200002131984, 0.0038075000047683716, 0.04860789999656845, 0.06238969999685651, 0.04470410000067204, 0.02875589999894146, 0.0017946000007214025, 0.039315200003329664, 0.04956870000023628, 0.01154609999503009, 0.011367600003723055, 0.05493209999985993, 0.004715399998531211, 0.01731570000265492)","(1, 13, 63, 55, 1, 26, 64, 29, 96, 44, 70, 3, 34, 19, 15, 80, 70, 75, 91, 2, 10, 89, 6, 39, 18, 50, 1, 9, 21, 96, 10, 2, 1, 84, 84, 12, 70, 5, 58, 77, 56, 47, 1, 41, 61, 40, 13, 95, 4, 30)"
all monomials repair,"[0, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 14, 14, 14, 14, 15, 15, 16, 16]",-1,"(0.11020579999603797, 0.12215889999788487, 0.19851139999809675, 0.1364880999972229, 0.11211159999947995, 0.1403137000015704, 0.18533659999957308, 0.12934049999603303, 0.18529129999660654, 0.12018540000281064, 0.16066049999790266, 0.09740659999806667, 0.1473203999994439, 0.12642219999543158, 0.12472989999514539, 0.13955279999936465, 0.18359079999936512, 0.19289439999556635, 0.18181990000448423, 0.08601710000220919, 0.08577640000294195, 0.1905047000036575, 0.12750539999979082, 0.1561924000052386, 0.11598760000197217, 0.16870789999666158, 0.13321130000258563, 0.11588400000619004, 0.14786109999840846, 0.2108349000045564, 0.10238189999654423, 0.12453580000146758, 0.12866439999925205, 0.17742600000201492, 0.19934859999921173, 0.11005470000236528, 0.14216740000119898, 0.09635310000157915, 0.14556720000109635, 0.16366109999944456, 0.172981499999878, 0.13029480000113836, 0.10193230000004405, 0.15105879999464378, 0.17410409999865806, 0.10482559999945806, 0.112728000000061, 0.13061230000312207, 0.10333849999733502, 0.13875520000146935)","(0.004598600004101172, 0.05084410000563366, 0.3350692000021809, 0.2595191000000341, 0.008005199997569434, 0.09896440000011353, 0.30103950000193436, 0.24243549999664538, 0.8564323000027798, 0.5413982999962172, 0.8324472999956924, 0.012793800000508782, 0.3451329000017722, 0.30335890000424115, 0.19568009999784408, 1.0543540999933612, 1.1691257999991649, 1.4490385000026436, 2.10104069999943, 0.006419499994080979, 0.22002600000269013, 2.1452874000024167, 0.04829089999839198, 0.26611640000191983, 0.1502184999990277, 0.4419019999986631, 0.005613900000753347, 0.20081719999870984, 0.18713089999801014, 3.108754900000349, 0.09758229999715695, 0.049554400000488386, 0.006039300002157688, 2.363787599999341, 2.497624800002086, 0.34591489999729674, 2.3576379000005545, 0.037703800000599585, 0.5378141999972286, 2.5880467999959365, 2.083998900001461, 1.6231361000027391, 0.0036414999995031394, 0.39999969999917084, 2.374241499994241, 1.5818559999970603, 0.10271099999954458, 3.8023615999991307, 0.03346199999941746, 0.4230401000022539)","(1, 13, 63, 55, 1, 26, 64, 29, 96, 44, 70, 3, 34, 19, 15, 80, 70, 75, 91, 2, 10, 89, 6, 39, 18, 50, 1, 9, 21, 96, 10, 2, 1, 84, 84, 12, 70, 5, 58, 77, 56, 47, 1, 41, 61, 40, 13, 95, 4, 30)"
adaptive repair base,"[0, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 14, 14, 14, 14, 15, 15, 16, 16]",-1,"(0.10728560000279685, 0.1528150000012829, 0.14281579999806127, 0.1382789999988745, 0.11377649999485584, 0.11834600000292994, 0.14191679999930784, 0.12542949999624398, 0.15716989999782527, 0.1422794000027352, 0.19135790000291308, 0.11975910000182921, 0.10970570000063162, 0.1165333999961149, 0.09890319999976782, 0.17942279999988386, 0.1973165000017616, 0.1789040000003297, 0.20918609999353066, 0.10608569999749307, 0.13608870000462048, 0.194876599998679, 0.10261460000037914, 0.1613943999982439, 0.12246130000130506, 0.15696120000211522, 0.09825699999782955, 0.10710139999719104, 0.10614029999851482, 0.16701080000348156, 0.11700659999769414, 0.10830890000215732, 0.10824059999868041, 0.16298910000477917, 0.19314760000270326, 0.1229377999989083, 0.1430125999977463, 0.10976980000123149, 0.16840689999662573, 0.17494080000324175, 0.16158619999623625, 0.18447100000048522, 0.1289392999970005, 0.17563170000357786, 0.16414630000508623, 0.16626369999721646, 0.12482010000530863, 0.2061567999990075, 0.11277220000192756, 0.14589789999445202)","(0.006046099995728582, 0.039896299997053575, 0.23521919999620877, 0.23224299999856157, 0.004712399997515604, 0.07377049999922747, 0.31956269999500364, 0.1839749999999185, 0.8153714000000036, 0.464938400000392, 0.6257011999987299, 0.021149599997443147, 0.3603016999986721, 0.2137157999968622, 0.15033470000344096, 1.1652175999988685, 1.3765105999991647, 1.4043043999990914, 1.8960380999997142, 0.009337600000435486, 0.22807389999798033, 1.871109500003513, 0.02463930000521941, 0.25388959999690996, 0.12821069999336032, 0.3527083000008133, 0.004442099998414051, 0.21482249999826308, 0.18752410000161035, 2.303882699998212, 0.07171640000160551, 0.03166610000334913, 0.007719699999142904, 2.157106600003317, 2.763938699994469, 0.30790459999843733, 2.427740299994184, 0.02805639999860432, 0.6611676000029547, 2.5311638999992283, 1.6177491999987978, 1.7686259000038262, 0.009683800002676435, 0.48532589999376796, 2.4036801000038395, 1.252868600000511, 0.1682961999977124, 3.842939499998465, 0.021324599998479243, 0.354402899996785)","(1, 13, 63, 55, 1, 26, 64, 29, 96, 44, 70, 3, 34, 19, 15, 80, 70, 75, 91, 2, 10, 89, 6, 39, 18, 50, 1, 9, 21, 96, 10, 2, 1, 84, 84, 12, 70, 5, 58, 77, 56, 47, 1, 41, 61, 40, 13, 95, 4, 30)"
adaptive repair + support for signature change,"[0, 1, 2, 2, 2, 3, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 44, 45, 46]",-1,"(0.09007560000463855, 0.11304530000052182, 0.16869170000427403, 1.3977914999995846, 0.08942340000066906, 0.1322719000017969, 0.16702740000619087, 0.18748420000338228, 0.5795915000053355, 0.2605424000066705, 1.5650537999972585, 0.1474880000023404, 0.6252071000053547, 0.13492889999906765, 0.20882920000440208, 0.433649400001741, 0.4048447000022861, 0.5042833000043174, 0.4243369000032544, 0.11055610000039451, 0.15572489999613026, 0.8928864000044996, 0.12524479999410687, 0.17585759999928996, 0.13503349999518832, 0.14585629999783123, 0.11014399999839952, 0.16183319999981904, 0.15378169999894453, 1.2562109999998938, 0.09879060000093887, 0.11621339999692282, 0.11049820000334876, 0.2978761999984272, 0.37644059999729507, 0.14059399999678135, 0.30711950000113575, 0.10113149999961024, 0.1583178000000771, 0.6726976999998442, 0.15992299999925308, 0.1825033999994048, 0.11870910000288859, 0.16231349999725353, 0.18616360000305576, 0.47146999999677064, 0.12376720000611385, 0.19994990000122925, 0.10122099999716738, 0.11029439999401802)","(0.003071099999942817, 0.13039690000005066, 0.6907814000005601, 8.421219500000007, 0.00896140000259038, 0.22373520000110148, 0.39620580000337213, 0.14582350000273436, 0.9039678999979515, 0.3257270000030985, 1.632549400004791, 0.011752500002330635, 0.5518755000011879, 0.08330480000586249, 0.2412763000029372, 0.7528640999953495, 0.6214982000019518, 0.7044062999993912, 0.6228560000017751, 0.006142999998701271, 0.1320179999966058, 1.1216151999979047, 0.020024500001454726, 0.09634590000496246, 0.04525930000090739, 0.14059390000329586, 0.009112100000493228, 0.10890590000053635, 0.054241899997578, 1.4972847000026377, 0.012181799997051712, 0.019446999998763204, 0.009448500000871718, 0.4320341999991797, 0.6927838999981759, 0.06546340000204509, 0.4003024000048754, 0.013773099999525584, 0.15599189999920782, 0.7432558000000427, 0.2822195999979158, 0.16953700000158278, 0.008266499993624166, 0.06979519999731565, 0.2494589999987511, 0.8611292999994475, 0.04614360000414308, 3.112566499999957, 0.009807299997191876, 0.05122440000559436)","(1, 13, 63, 389, 1, 21, 47, 61, 336, 105, 612, 3, 224, 35, 68, 258, 224, 237, 214, 2, 38, 447, 4, 34, 13, 40, 1, 39, 16, 594, 6, 3, 1, 156, 246, 22, 176, 4, 38, 320, 104, 82, 1, 27, 116, 240, 9, 95, 3, 22)"
