Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",-1,"(0.12570219999179244, 0.09636620001401752, 0.1451289000106044, 0.10296729998663068, 0.12533690000418574, 0.09728479999466799, 0.10960880000493489, 0.15851950002252124, 0.1279653999954462, 0.15132609999272972, 0.15436960000079125, 0.1556521000165958, 0.1764713999873493, 0.17230710000148974, 0.14418540001497604, 0.13316589998430572, 0.15439280000282452, 0.15195159998256713, 0.12964430000283755, 0.16282460000365973, 0.13195209999685176, 0.10109929999453016, 0.10515089999535121, 0.12818739999784157, 0.16346370000974275, 0.15616270000464283, 0.15721659999690019, 0.1127443999866955, 0.14365559999714606, 0.11938310001278296, 0.11942189998808317, 0.1433287000108976, 0.12732659999164753, 0.11110999999800697, 0.10790670002461411, 0.15296370000578463, 0.1385156000033021, 0.14749110001139343, 0.14912980000372045, 0.12506069999653846, 0.12594379999791272, 0.12119799997890368, 0.13608969998313114, 0.14483049997943453, 0.15468830001191236, 0.13377770001534373, 0.11071370000718161, 0.12636289998772554, 0.13691209998796694, 0.1324396000127308)","(0.02084760001162067, 0.0013549999857787043, 0.016342399991117418, 0.003830400004517287, 0.01754359999904409, 0.003631100000347942, 0.003495699987979606, 0.03293570000096224, 0.012762199999997392, 0.021793799998704344, 0.04687819999526255, 0.01874669999233447, 0.021631000010529533, 0.005870599998161197, 0.025647300004493445, 0.007487099996069446, 0.012871600018115714, 0.027339599997503683, 0.0018634999869391322, 0.011091000022133812, 0.017737499991199, 0.005896499991649762, 0.021413100010249764, 0.012701300001936033, 0.03250150001258589, 0.05902519999654032, 0.01426349999383092, 0.015511900011915714, 0.039044200006173924, 0.0014015999913681298, 0.007872600021073595, 0.013683900004252791, 0.01963560000876896, 0.0014844999823253602, 0.011209100019186735, 0.051911899994593114, 0.026752700010547414, 0.014283099997555837, 0.027210100000957027, 0.008716100011952221, 0.005470799980685115, 0.019862899993313476, 0.02627050000592135, 0.01781789999222383, 0.027441099984571338, 0.011759100016206503, 0.004645200009690598, 0.044450500019593164, 0.028553900017868727, 0.03898849998950027)","(38, 1, 56, 9, 53, 17, 9, 75, 46, 57, 75, 48, 64, 13, 66, 12, 26, 57, 6, 34, 52, 24, 32, 24, 61, 65, 24, 32, 55, 1, 16, 45, 33, 3, 10, 70, 68, 48, 51, 28, 17, 56, 57, 22, 64, 41, 19, 61, 55, 70)"
base domain - no repair,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",-1,"(0.1427141999884043, 0.09613380001974292, 0.14518470002803952, 0.10510240000439808, 0.15151719999266788, 0.1232568999985233, 0.10549560000072233, 0.1500227999931667, 0.14311750000342727, 0.1446884999750182, 0.1779065000009723, 0.1542761999880895, 0.16283350001322106, 0.08916689999750815, 0.17198579999967478, 0.10774770000716671, 0.16892910000751726, 0.18961820000549778, 0.0954961999959778, 0.11981329999980517, 0.14113309999811463, 0.10604049998801202, 0.13792879998800345, 0.11679020000156015, 0.13369180000154302, 0.15216899997903965, 0.10896099999081343, 0.15509990000282414, 0.1462267000169959, 0.10903560000588186, 0.12245299998903647, 0.12794989999383688, 0.12370259998715483, 0.1097095999866724, 0.09276540001155809, 0.30751969999982975, 0.4884099999908358, 0.1409499000001233, 0.1130915000103414, 0.14918730000499636, 0.12676159999682568, 0.15299050000612624, 0.20609479999984615, 0.1179141000029631, 0.13156889998936094, 0.1128278000105638, 0.09911320000537671, 0.1848640999814961, 0.1590767000161577, 0.1466239999863319)","(0.031004999997094274, 0.0020659000147134066, 0.024405600008321926, 0.003021200012881309, 0.0321344000112731, 0.004717700008768588, 0.003999099979409948, 0.03479209999204613, 0.014438900019740686, 0.015511900011915714, 0.06704480000189506, 0.02378580000367947, 0.04596240000682883, 0.011513900011777878, 0.04117489999043755, 0.0039225000073201954, 0.00766440000734292, 0.03375189998769201, 0.0015253000019583851, 0.025903499976266176, 0.011681399977533147, 0.00722569998470135, 0.013077899988275021, 0.008235999994212762, 0.01933039998402819, 0.019677800009958446, 0.011091899999883026, 0.02081509999698028, 0.018363399984082207, 0.0010412000119686127, 0.012654799997108057, 0.02800389999174513, 0.019147400016663596, 0.0009106000070460141, 0.009001599973998964, 0.08839720001560636, 0.05926099998760037, 0.019852999976137653, 0.036633400013670325, 0.02411019999999553, 0.012475700001232326, 0.0355037999979686, 0.019710699998540804, 0.010111100011272356, 0.02651769999647513, 0.010035499988589436, 0.007796499994583428, 0.038485400000354275, 0.024622500000987202, 0.03811620001215488)","(49, 1, 56, 10, 53, 18, 11, 98, 43, 56, 97, 48, 83, 16, 87, 13, 27, 56, 5, 43, 50, 24, 29, 24, 77, 86, 20, 41, 71, 1, 17, 44, 31, 2, 11, 93, 90, 62, 65, 25, 21, 53, 55, 28, 82, 40, 17, 77, 54, 91)"
all monomials repair,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 5, 5, 6, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",-1,"(0.15814340001088567, 0.09711970001808368, 0.14411020002444275, 0.15216050000162795, 0.17470929998671636, 0.12521989998640493, 0.12721659999806434, 0.16764659999171272, 0.1432201999996323, 0.16235450000385754, 0.6314143000054173, 0.17804279999108985, 0.2762710000097286, 0.16080699997837655, 0.16190629999618977, 0.13402289999066852, 0.12639709998620674, 0.11737049999646842, 0.11282090001623146, 0.10879800000111572, 0.1293508000089787, 0.13957240001764148, 0.15359380000154488, 0.12022930002422072, 0.17430839998996817, 0.13219979999121279, 0.103839399991557, 0.10676299998885952, 0.13312909999513067, 0.10750809998717159, 0.10247990000061691, 0.14869450000696816, 0.13703119999263436, 0.11666679999325424, 0.11105920001864433, 0.14499359999899752, 0.11859529998037033, 0.113684000010835, 0.11814989999402314, 0.12178079999284819, 0.11487359998864122, 0.14749289999599569, 0.15024829999310896, 0.12618550000479445, 0.1622215999814216, 0.12689350001164712, 0.1255994999955874, 0.11555049999151379, 0.13248279999243096, 0.1374616000102833)","(0.38490259999525733, 0.0033327999990433455, 0.3183884999889415, 0.04546260001370683, 0.14663520001340657, 0.043532999989110976, 0.019261299981735647, 0.7404692999843974, 0.24733750001178123, 0.23139780000201426, 2.3978092999896035, 0.2726007000019308, 0.32530269998824224, 0.03649900000891648, 0.16361309998319484, 0.04457749999710359, 0.058024600002681836, 0.13325670000631362, 0.020794999989448115, 0.10275419999379665, 0.13358880000305362, 0.042469600011827424, 0.06574700001510791, 0.08937709999736398, 0.22042309999233112, 0.1655763000017032, 0.05509780001011677, 0.09576900000683963, 0.22357640002155676, 0.004972900002030656, 0.032396300026448444, 0.14045869998517446, 0.10416740001528524, 0.018009299994446337, 0.03901320000295527, 0.19172219999018125, 0.1783106999937445, 0.08667819999391213, 0.10577739999280311, 0.07029679999686778, 0.03903829999035224, 0.14990210000541992, 0.10131800000090152, 0.08562919998075813, 0.1673914999992121, 0.09710079999058507, 0.0349825999874156, 0.1442551999934949, 0.11556790000759065, 0.123972400004277)","(49, 1, 56, 10, 52, 9, 2, 98, 33, 69, 603, 51, 70, 7, 67, 11, 27, 57, 6, 34, 52, 22, 25, 24, 65, 65, 24, 32, 55, 1, 16, 45, 33, 3, 10, 70, 68, 48, 51, 28, 17, 56, 57, 22, 64, 41, 19, 61, 55, 70)"
adaptive repair base,"[0, 0, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",-1,"(0.13794799998868257, 0.10312829999020323, 0.21564710000529885, 0.13566749999881722, 0.1513795999926515, 0.1031137999962084, 0.09802209999179468, 0.14170890001696534, 0.12062800000421703, 0.12275700000463985, 0.1348959000024479, 0.10591650000424124, 0.12974890001351014, 0.1044947000045795, 0.1236794000142254, 0.10874349999357946, 0.12196690001292154, 0.12852859997656196, 0.12564569999813102, 0.14941320000798441, 0.13283960000262596, 0.10386870001093484, 0.11751199999707751, 0.09543860002304427, 0.10608609998598695, 0.12300930000492372, 0.10084279999136925, 0.11687569998321123, 0.11499540001386777, 0.08996539999498054, 0.10939789999974892, 0.11791090000770055, 0.11251750000519678, 0.09608240000670776, 0.09586179998586886, 0.13900560000911355, 0.13132949999999255, 0.12180819999775849, 0.10510290000820532, 0.10409449998405762, 0.10130380000919104, 0.13974169999710284, 0.1314391999912914, 0.15442230002372526, 0.14295239999773912, 0.13472750000073574, 0.10720040000160225, 0.11987340002087876, 0.1383161999983713, 0.11929860000964254)","(0.40462529999786057, 0.0035810999979730695, 0.4588709000090603, 0.11269790001097135, 0.15940629999386147, 0.03484759997809306, 0.02075299998978153, 0.16357269999571145, 0.10838290001265705, 0.12673310001264326, 0.2383327000134159, 0.1022238000005018, 0.19447049999143928, 0.041060199990170076, 0.23340120000648312, 0.02667599997948855, 0.0762729000125546, 0.20566790000884794, 0.019495899992762133, 0.09652650001225993, 0.13699780000024475, 0.05705619999207556, 0.09484689999953844, 0.03347400002530776, 0.13429490002454259, 0.16056289998232387, 0.04329639999195933, 0.09709749999456108, 0.14759640002739616, 0.003701800014823675, 0.029104299988830462, 0.1347513000073377, 0.056629099999554455, 0.00569079999695532, 0.03921769998851232, 0.17608439998002723, 0.13930310000432655, 0.1713766000175383, 0.10725749999983236, 0.07036599999992177, 0.04336630000034347, 0.16345500000170432, 0.12676929999724962, 0.0836944000038784, 0.21343499998329207, 0.12224630001583137, 0.03268910001497716, 0.12364129998604767, 0.1510363999987021, 0.18129949999274686)","(49, 1, 56, 9, 52, 9, 9, 75, 46, 57, 75, 48, 64, 13, 66, 12, 26, 57, 6, 34, 52, 24, 32, 24, 61, 65, 24, 32, 55, 1, 16, 45, 33, 3, 10, 70, 68, 48, 51, 28, 17, 56, 57, 22, 64, 41, 19, 61, 55, 70)"
adaptive repair + support for signature change,"[0, 0, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",-1,"(0.13521410000976175, 0.09999119999702089, 0.15195780000067316, 0.11406670001451857, 0.10960920000798069, 0.09352230001240969, 0.1079629999876488, 0.1438985999848228, 0.13516200002050027, 0.14586759998928756, 0.12068679998628795, 0.11986720000277273, 0.10767079997458495, 0.08997699999599718, 0.12476979999337345, 0.09573770000133663, 0.11062729998957366, 0.13487830001395196, 0.09225670000887476, 0.11983580002561212, 0.12154520000331104, 0.1168552000017371, 0.11588480000500567, 0.11332870001206174, 0.11610800001653843, 0.11680920000071637, 0.11164560000179335, 0.14003819998470135, 0.1184103999985382, 0.0961883999989368, 0.12755120001384057, 0.14524069998878986, 0.12216990001616068, 0.08873190000304021, 0.1142223000060767, 0.11690299998736009, 0.1280634000140708, 0.12286730000050738, 0.13545970001723617, 0.10923400000319816, 0.10113080000155605, 0.11662489999434911, 0.12828639999497682, 0.11675439999089576, 0.11991090001538396, 0.13675559998955578, 0.10940999997546896, 0.14059419999830425, 0.15046360000269488, 0.11056380000081845)","(0.3673060000000987, 0.004288500000257045, 0.3794241000141483, 0.13656339998124167, 0.1377269999939017, 0.04208400001516566, 0.025271400023484603, 0.16309869999531657, 0.14839250000659376, 0.16868760000215843, 0.15839490000507794, 0.16702819999773055, 0.13707460000296123, 0.02447459998074919, 0.1587248999858275, 0.03954260001773946, 0.08806249999906868, 0.1364783000026364, 0.011146700009703636, 0.06844180001644418, 0.08665869999094866, 0.05029340001055971, 0.09470159999909811, 0.05129049997776747, 0.14744239998981357, 0.12326890000258572, 0.0512962999928277, 0.06890630000270903, 0.12988640001276508, 0.003402500005904585, 0.038806800002930686, 0.07869690001825802, 0.08304650001809932, 0.013884699990740046, 0.05336990000796504, 0.15348290000110865, 0.16635409998707473, 0.13512200000695884, 0.09686310001416132, 0.07072249997872859, 0.03773660000297241, 0.14884989999700338, 0.12048689997754991, 0.06975880000391044, 0.13035219997982495, 0.09544380000443198, 0.04532950001885183, 0.1829857999982778, 0.10955399999511428, 0.13012469999375753)","(49, 1, 56, 9, 52, 9, 9, 75, 46, 57, 75, 48, 64, 13, 66, 12, 26, 57, 6, 34, 52, 24, 32, 24, 61, 65, 24, 32, 55, 1, 16, 45, 33, 3, 10, 70, 68, 48, 51, 28, 17, 56, 57, 22, 64, 41, 19, 61, 55, 70)"
