Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 13, 14, 14, 15, 16, 16, 17, 18, 19, 20, 21, 22, 23, 23, 24, 25, 26, 27, 28, 29, 29, 30, 30, 31, 32, 33, 34, 35, 35, 36, 37, 38, 39, 39, 40, 40]",-1,"(0.10944990000280086, 0.07695150000654394, 0.08931209999718703, 0.1158168999972986, 0.12426859999686712, 0.08511189999990165, 0.0728090999982669, 0.09536769999976968, 0.131840199996077, 0.07953439999982947, 0.10619730000325944, 0.09921600000234321, 0.13162369999918155, 0.10550409999996191, 0.1291304000042146, 0.11592730000120355, 0.1080112999989069, 0.09058809999987716, 0.08689939999749186, 0.11675760000071023, 0.10657720000017434, 0.10695539999869652, 0.10203280000132509, 0.10034459999587853, 0.10909820000233594, 0.09469890000036685, 0.07821139999578008, 0.10066920000099344, 0.08415389999572653, 0.08170050000626361, 0.11698059999616817, 0.15124049999576528, 0.09674889999587322, 0.0958933999936562, 0.10037680000095861, 0.09310430000186898, 0.18259649999527028, 0.11867619999975432, 0.09180170000036014, 0.10639110000192886)","(0.011912600006326102, 0.007081499999912921, 0.012037899999995716, 0.022132400001282804, 0.02254269999684766, 0.01958589999412652, 0.013190199999371544, 0.021335100005671848, 0.02636499999789521, 0.013578400001279078, 0.010981699997500982, 0.019103899998299312, 0.018050500002573244, 0.02372070000274107, 0.02294170000095619, 0.02387819999421481, 0.01382529999682447, 0.016113099998619873, 0.009451500001887325, 0.018794199997500982, 0.024013900001591537, 0.013514300000679214, 0.021374899995862506, 0.010784500002046116, 0.021626500005368143, 0.010315500003343914, 0.014412899996386841, 0.010629999997036066, 0.012846300000092015, 0.01368930000171531, 0.015561399995931424, 0.018285999998624902, 0.012226799997733906, 0.014188799999828916, 0.01329039999836823, 0.020273899994208477, 0.03832490000058897, 0.0137135999975726, 0.0151456000021426, 0.009710999998787884)","(19, 14, 24, 32, 37, 28, 24, 28, 43, 24, 21, 32, 35, 33, 34, 35, 29, 25, 19, 35, 35, 23, 36, 18, 35, 21, 24, 18, 24, 25, 25, 35, 20, 24, 25, 32, 49, 23, 28, 20)"
base domain - no repair,"[0, 0, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8, 9, 10, 10, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",-1,"(0.0776726999974926, 0.0721655000015744, 0.08847039999818662, 0.08388250000280095, 0.09717719999753172, 0.0908013000007486, 0.09146509999845875, 0.07447949999914272, 0.11077500000101281, 0.09549690000130795, 0.08164679999754298, 0.08420950000436278, 0.09972100000595674, 0.09840690000419272, 0.07646170000225538, 0.09903629999462282, 0.09666850000212435, 0.08813560000271536, 0.07480509999732021, 0.09421690000453964, 0.08989490000385558, 0.09975570000096923, 0.07098730000143405, 0.09538939999765716, 0.09219049999956042, 0.11080349999974715, 0.08781639999506297, 0.0802722000007634, 0.0860770999934175, 0.09244639999815263, 0.08305820000532549, 0.09453519999806304, 0.08044489999883808, 0.0800020999959088, 0.09573149999778252, 0.08135039999615401, 0.10578119999991031, 0.08240069999737898, 0.08884150000085356, 0.0771967999971821, 0.09621809999953257, 0.08957370000280207, 0.07554089999757707, 0.08150990000285674, 0.11548939999920549, 0.0750359000012395, 0.0921331999998074, 0.09097530000144616, 0.07941070000379113, 0.09684790000028443)","(0.00833029999921564, 0.0072851000004448, 0.012670500000240281, 0.01595449999877019, 0.02356549999967683, 0.021974800001771655, 0.021561200002906844, 0.012803300000086892, 0.02302540000528097, 0.033595799999602605, 0.014288399994256906, 0.012018100002023857, 0.021096099997521378, 0.020424099995580036, 0.023608499999681953, 0.025115399999776855, 0.026814400000148453, 0.02013210000586696, 0.020617399997718167, 0.02652980000129901, 0.0145291000008001, 0.021714399998018052, 0.008776599999691825, 0.01893059999565594, 0.03519760000199312, 0.024569100001826882, 0.03601109999726759, 0.022046800004318357, 0.009316399999079295, 0.02039330000116024, 0.010229899999103509, 0.01780470000085188, 0.009807900001760572, 0.011782100002164952, 0.04217300000163959, 0.013472399994498119, 0.04264539999712724, 0.015834300000278745, 0.022585499995329883, 0.008894400001736358, 0.014242900004319381, 0.0280129999955534, 0.020111199999519158, 0.01661679999961052, 0.04259260000253562, 0.009358700001030229, 0.01845879999746103, 0.010815200002980419, 0.014024600000993814, 0.01979169999685837)","(14, 14, 24, 25, 25, 37, 24, 24, 27, 35, 24, 19, 30, 24, 24, 31, 26, 26, 25, 24, 14, 26, 14, 24, 32, 26, 32, 24, 18, 35, 14, 24, 18, 24, 35, 25, 35, 22, 26, 14, 27, 31, 24, 25, 35, 14, 24, 14, 18, 24)"
all monomials repair,"[0, 0, 1, 2, 2, 2, 2, 2, 2, 3, 4, 5, 6, 7, 7, 8, 9, 9, 10, 11, 11, 12, 13, 14, 15, 15, 16, 17, 17, 18, 19, 20, 21, 22, 23, 23, 24, 24, 25, 26, 27, 28, 29, 29, 30, 31, 32, 33, 33, 34, 34]",-1,"(0.07668980000016745, 0.07785950000106823, 0.1544627000039327, 0.15879140000470215, 0.33533709999755956, 0.16955520000192337, 0.21771889999945415, 0.19727939999575028, 0.215382900001714, 9.6173209999979, 0.1235540999987279, 0.38281979999737814, 0.12866590000339784, 0.1407628000015393, 2.759596899995813, 5.860868699994171, 0.12188050000258954, 3.3849635000005946, 0.4565163000006578, 0.1429333000050974, 1.4662858000010601, 0.15378880000207573, 1.1872484000050463, 3.0949677000025986, 0.1416523000007146, 0.21643609999591717, 0.21957429999747546, 0.14838459999737097, 0.29752839999855496, 1.2954867000007653, 0.28825720000168076, 0.12991290000354638, 0.3967211999988649, 0.11877239999739686, 0.1571384000053513, 0.15943549999792594, 0.17148949999682372, 0.6480458000005456, 0.8612192000000505, 0.4362249000041629, 0.4937153999999282, 0.1495091000033426, 0.1694805000006454, 0.16407150000304682, 1.1839918999976362, 0.3709143000014592, 0.1642487000062829, 0.1112208999984432, 0.3240998000037507, 0.12342899999930523)","(0.03437539999868022, 0.04820879999897443, 0.20209950000571553, 0.26533850000123493, 0.15646680000645574, 0.47510909999982687, 0.1721869999964838, 0.2273233000014443, 0.2969020000018645, 0.887865700002294, 0.33228699999745004, 0.3357079999987036, 0.36917080000421265, 0.13806040000054054, 0.4984258000040427, 0.4983633000010741, 0.18639500000426779, 0.6140267000009771, 0.5366676000048756, 0.1578462999968906, 0.43553160000010394, 0.5605071000027237, 0.23920669999642996, 0.565672299999278, 0.23133409999718424, 0.4024107999939588, 0.630395000000135, 0.19440359999862267, 0.37548680000327295, 0.6687691000042832, 0.345280499997898, 0.46754840000357945, 0.32999910000216914, 0.45424410000123316, 0.2934690000038245, 0.4647962000017287, 0.2783888999983901, 0.46533310000086203, 0.7546718999947188, 0.6538742999982787, 0.4758344000001671, 0.5735675000032643, 0.3271433999980218, 0.8182473000051687, 1.363990099998773, 0.5649114999978337, 0.6899697999979253, 0.23063589999946998, 0.7116380000006757, 0.324416100003873)","(14, 14, 24, 25, 33, 32, 24, 34, 25, 50, 24, 21, 30, 24, 35, 33, 26, 34, 35, 24, 29, 25, 19, 35, 32, 23, 36, 24, 18, 35, 21, 24, 18, 24, 35, 25, 35, 25, 35, 20, 24, 25, 24, 32, 49, 23, 28, 14, 20, 24)"
adaptive repair base,"[0, 0, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 8, 9, 10, 10, 11, 12, 12, 13, 14, 15, 16, 16, 17, 18, 18, 19, 20, 21, 22, 23, 24, 24, 25, 25, 26, 27, 28, 29, 30, 30, 31, 32, 33, 34, 34, 35, 35]",-1,"(0.12243429999944055, 0.0969452999997884, 0.1968358000012813, 0.15713099999993574, 0.16902240000490565, 0.15453770000021905, 0.2776841000013519, 0.14599999999336433, 0.15016489999834448, 0.6331605000013951, 0.14936390000366373, 0.5748592000018107, 0.4095947999958298, 3.1152654999968945, 3.317759500001557, 1.1674768999946536, 0.1406388000032166, 3.590182799998729, 0.4057740999996895, 0.12334969999938039, 1.2621442999952706, 0.12560279999888735, 1.1183402999959071, 3.506858500004455, 0.11057230000005802, 0.4283895999978995, 0.26309949999995297, 0.1470102000021143, 0.2626533999937237, 1.3258745999992243, 0.289327599995886, 0.14175299999624258, 0.4114499999996042, 0.12727159999485593, 0.14278540000668727, 0.12640670000109822, 0.17461890000413405, 0.7368726999993669, 1.2182978999990155, 0.4810784000001149, 0.41228099999716505, 0.14648679999663727, 0.13070380000135629, 0.2063678999984404, 1.3560973000057857, 0.38005990000237944, 0.12677529999928083, 0.1455370999974548, 0.35065100000065286, 0.11145580000447808)","(0.09487249999801861, 0.06114910000178497, 0.3213130999938585, 0.2029333000027691, 0.16231909999623895, 0.4454686000026413, 0.15451170000596903, 0.27551210000092397, 0.2926720999967074, 0.6186824999967939, 0.3736646999968798, 0.35581850000016857, 0.4220458999989205, 0.2252996000024723, 0.5485488999984227, 0.5278910999986692, 0.2069310000006226, 0.6680975999988732, 0.6069623000003048, 0.1269754999957513, 0.5020471000025282, 0.4339070999994874, 0.29611750000185566, 0.7037932000021101, 0.2873626000000513, 0.4326206999976421, 0.7554835999981151, 0.19894790000398643, 0.3019593999997596, 0.80176819999906, 0.5268882000018493, 0.5479094999973313, 0.4153643000026932, 0.5344391000035102, 0.25254429999768035, 0.44726160000573145, 0.31309000000328524, 0.6692031999991741, 0.9381554999999935, 0.4752853999962099, 0.5039201999970828, 0.5663413000002038, 0.31407860000035726, 0.8736667999983183, 1.4891179999976885, 0.7150057000035304, 0.8670885999963502, 0.2644335000004503, 0.5202284999977564, 0.35186289999546716)","(14, 14, 34, 25, 30, 37, 25, 24, 25, 43, 24, 25, 30, 39, 35, 31, 26, 34, 35, 24, 29, 25, 19, 35, 32, 23, 36, 24, 18, 35, 21, 24, 18, 24, 35, 25, 35, 25, 35, 20, 24, 25, 24, 32, 49, 23, 28, 14, 20, 24)"
adaptive repair + support for signature change,"[0, 0, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 8, 9, 10, 10, 11, 12, 12, 13, 14, 15, 16, 16, 17, 18, 18, 19, 20, 21, 22, 23, 24, 24, 25, 25, 26, 27, 28, 29, 30, 30, 31, 32, 33, 34, 34, 35, 35]",-1,"(0.14501800000289222, 0.1277087999987998, 0.26908689999982016, 0.17796870000165654, 0.24574849999771686, 0.14818019999802345, 0.26897180000378285, 0.13285129999712808, 0.13956809999945108, 0.5055629999988014, 0.14906030000565806, 0.5863306999963243, 0.4752102999991621, 3.6053318999984185, 3.000883300002897, 1.1009279000063543, 0.13412919999973383, 3.7511875000054715, 0.43058449999807635, 0.13224289999925531, 1.6332227999955649, 0.13501750000432367, 0.9906265000026906, 3.2880665000047884, 0.11977330000081565, 0.46485219999885885, 0.22753050000028452, 0.1254618000020855, 0.2732529999993858, 1.1639371999990544, 0.2817728000009083, 0.09691330000350717, 0.42928769999707583, 0.19351670000469312, 0.18659669999760808, 0.17111629999999423, 0.14079969999875175, 0.7099672999975155, 0.8718513999992865, 0.2948924000011175, 0.452617700000701, 0.1702276000069105, 0.12862880000466248, 0.22165310000127647, 1.1683181000043987, 0.39063159999932395, 0.2392290999996476, 0.12195970000175294, 0.26903170000150567, 0.1514651999968919)","(0.09040829999867128, 0.07962140000017826, 0.27470209999592043, 0.2891604999967967, 0.16720550000172807, 0.5138428999998723, 0.20261720000416972, 0.2435154999984661, 0.3123210000048857, 0.5652286999975331, 0.2938658999992185, 0.3250079000063124, 0.423904199997196, 0.19189629999891622, 0.5681699999986449, 0.6311978000012459, 0.18676899999991292, 0.6425423999971827, 0.7362540000031004, 0.1887674999961746, 0.6013348000051337, 0.4861008000007132, 0.38881299999775365, 0.7878745999987586, 0.34750839999469463, 0.4752976000017952, 0.6301609999936773, 0.19145570000546286, 0.33430950000183657, 0.7010549000042374, 0.3790542999995523, 0.526057100003527, 0.42739589999837335, 0.5104185000018333, 0.2508432000031462, 0.5712226999967243, 0.35503330000210553, 0.5880408000011812, 0.8761699000024237, 0.5418031000008341, 0.6316146000026492, 0.6513236000027973, 0.26724169999943115, 0.9582005999982357, 1.4899369999984629, 0.7494114000000991, 0.9346702999973786, 0.27133519999915734, 0.6125479000038467, 0.3898531000013463)","(14, 14, 34, 25, 30, 37, 25, 24, 25, 43, 24, 25, 30, 39, 35, 31, 26, 34, 35, 24, 29, 25, 19, 35, 32, 23, 36, 24, 18, 35, 21, 24, 18, 24, 35, 25, 35, 25, 35, 20, 24, 25, 24, 32, 49, 23, 28, 14, 20, 24)"
