Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]",-1,"(0.2735023999994155, 0.32533399999374524, 0.3672923000121955, 0.2439443999901414, 0.2686831000028178, 0.21761160000460222, 0.2515296999772545, 0.34631359999184497, 0.20670029998291284, 0.26430559999425896, 0.28812169999582693, 0.2777775999857113, 0.2896308999916073, 0.2820128999883309, 0.20798950002063066, 0.2285009000042919, 0.44450789998518303, 0.2938700999948196, 0.683648699981859, 0.2451262999966275, 0.6188262999930885, 0.20611600001575425, 0.2311762000026647, 0.2420618000032846, 0.1872344999865163, 0.43255269998917356, 0.22512069999356754, 0.203223499993328, 0.4594089000020176, 0.23184860000037588, 0.18242470000404865, 0.3152247999969404, 0.2607393999933265, 0.22976610000478104, 0.33818660001270473, 0.19890369998756796, 0.24297040002420545, 0.29612040001666173, 0.2717093999963254, 0.5609936999971978, 0.4543652000138536, 0.3113525000226218, 0.28094729999429546, 0.2077465000038501, 0.3964507000055164, 0.2303929999761749, 0.20231769999372773, 0.30006259999936447, 0.4163598000013735, 0.2976485999824945, 0.19955170000321232, 0.25287259998731315, 0.2509853000228759, 0.5903706999961287, 0.4465162999986205, 0.3114845000091009, 0.2185565000108909, 0.33426490001147613, 0.2824018000101205, 0.19641679999767803, 0.2653482999885455, 0.2645458999904804, 0.28023919998668134, 0.18363980000140145, 0.19078299999819137, 0.3531471000169404, 0.19765439999173395, 0.35531909999554045, 0.248887099995045, 0.20067829999607056, 0.23444659999222495, 0.42145959998015314, 0.39832929999101907, 0.34123630000976846, 0.22863120000693016, 0.20152270002290606, 0.2495010000129696, 0.39015970000764355, 0.31135469998116605, 0.2750571999931708, 0.20038029999705032, 0.4157577999867499, 0.2229251000098884, 0.2540238999936264, 0.25910679998924024, 0.3705830999824684, 0.2638630000001285, 0.5513390999985859, 0.27099449999514036, 0.4370941999950446, 0.39649240000289865, 0.45219479998922907, 0.21658070001285523, 0.3327229999995325, 0.40429109998513013, 0.46723280000151135, 0.21570070000598207, 0.3050937000080012, 0.2985378000012133, 0.1910378999891691)","(0.09209200000623241, 0.10141889998340048, 0.07848050000029616, 0.08693300001323223, 0.11249709999538027, 0.06945640000049025, 0.07962770000449382, 0.11940379999577999, 0.06742429998121224, 0.07543289999011904, 0.05872080000699498, 0.061315300001297146, 0.054648199991788715, 0.12824540000292473, 0.07274940001661889, 0.0736423000053037, 0.2102195000043139, 0.09349400000064634, 0.22650829999474809, 0.07189059999655001, 0.19108059999416582, 0.08457140001701191, 0.06865079997805879, 0.13015509999240749, 0.04316080000717193, 0.11654519999865443, 0.07809200001065619, 0.07490229999530129, 0.11054729999159463, 0.066189300006954, 0.04845159998512827, 0.07079220001469366, 0.0793081000156235, 0.0785125000111293, 0.07615809998242185, 0.07256480000796728, 0.09773670000140555, 0.06965310001396574, 0.13664489999064244, 0.1671881999936886, 0.11426760000176728, 0.05872500000987202, 0.04999349999707192, 0.08549280001898296, 0.12904419997357763, 0.07137819999479689, 0.08237719998578541, 0.05992969998624176, 0.11619060000521131, 0.0526745000097435, 0.0803662000107579, 0.09439449998899363, 0.13243450000300072, 0.2049721000075806, 0.12350630000582896, 0.1028197999985423, 0.08136059998651035, 0.10058389999903738, 0.06512559999828227, 0.07550469998386689, 0.0702908999810461, 0.07201440000790171, 0.13415109997731633, 0.04230560001451522, 0.04195419998723082, 0.0834988999995403, 0.03774060000432655, 0.1434781000134535, 0.08309709999593906, 0.07563899998785928, 0.07977719997870736, 0.10612939999555238, 0.12124780000885949, 0.10120079998159781, 0.06111490001785569, 0.076869100012118, 0.0846216999925673, 0.14845059998333454, 0.10063679999439046, 0.0500305000168737, 0.07392239998443983, 0.11004689999390393, 0.08299039999837987, 0.05347519999486394, 0.0804119999811519, 0.1363141000038013, 0.04958500000066124, 0.17610200002673082, 0.10282090000691824, 0.13356379998731427, 0.1120101000124123, 0.1418337000068277, 0.08987120000529103, 0.08414969997829758, 0.06403690000297502, 0.11347859998932108, 0.0597630999982357, 0.10234119999222457, 0.13277519997791387, 0.08429920001071878)","(29, 32, 25, 27, 35, 24, 25, 35, 23, 27, 21, 22, 20, 37, 24, 14, 35, 14, 34, 24, 48, 24, 26, 38, 14, 39, 24, 24, 34, 24, 14, 24, 26, 25, 25, 24, 30, 24, 27, 48, 35, 20, 19, 24, 36, 24, 24, 22, 35, 20, 24, 25, 24, 36, 35, 32, 24, 31, 22, 24, 24, 24, 37, 14, 14, 26, 14, 41, 26, 24, 25, 36, 35, 34, 24, 24, 27, 41, 31, 19, 24, 39, 25, 19, 27, 40, 19, 48, 24, 27, 25, 35, 24, 23, 20, 35, 24, 35, 38, 24)"
base domain - no repair,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 7, 8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 12, 12, 12, 12, 12, 13, 14, 14, 14, 14, 15, 15, 15, 16, 16, 16, 16, 17, 18, 19, 20, 20, 20, 21, 21, 21, 21, 21, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 25, 25, 25, 25, 25, 25, 26]",-1,"(0.2098822999978438, 0.23797640000702813, 0.2758320000139065, 0.20427999997627921, 0.3269238999928348, 0.23908440000377595, 0.2862099999911152, 0.30066680000163615, 0.24442519998410717, 0.2784966000181157, 0.22834959998726845, 0.22416480001993477, 0.19990550001966767, 0.2740586999861989, 0.2333278000005521, 0.20826349998242222, 0.22562360001029447, 0.1845397999859415, 0.2242969999788329, 0.25393350000376813, 0.2433997000043746, 0.19481489999452606, 0.1952338000119198, 0.26456900002085604, 0.22043670000857674, 0.21362500000395812, 0.3720822000177577, 0.29535180001403205, 0.33644729998195544, 0.4336366999777965, 0.32385689998045564, 0.3835624000057578, 0.20119260001229122, 0.25272050002240576, 0.29436279999208637, 0.2499928000033833, 0.21640109998406842, 0.31014640000648797, 0.27755259998957627, 0.29114889999618754, 0.2870470999914687, 0.22155689998180605, 0.25478000001749024, 0.2617917000025045, 0.24832579999929294, 0.3130853000038769, 0.24022730000433512, 0.20545769997988828, 0.2667568000033498, 0.20141149999108166, 0.3075042999989819, 0.2765040000085719, 0.2614980999787804, 0.28605749999405816, 0.3361799000122119, 0.25514209998073056, 0.2259347999934107, 0.2999753000040073, 0.24811769998632371, 0.23678710000240244, 0.2881028999981936, 0.2981558000028599, 0.37575209999340586, 0.3558068000129424, 0.4708416000066791, 0.9754645000211895, 0.24310629998217337, 0.2746731999795884, 0.19429710000986233, 0.21459720001439564, 0.24571049999212846, 0.2090250999899581, 0.22343799998634495, 0.25174509998760186, 0.27951230001053773, 0.20875319998594932, 0.26852829998824745, 0.24425660000997595, 0.26636300000245683, 0.18416960001923144, 0.25019330001669005, 0.19248839997453615, 0.2735382999817375, 0.19065539998700842, 0.22739720001118258, 0.24125469999853522, 0.17894929999602027, 0.2646987000189256, 0.2777471999870613, 0.24081469999509864, 0.2671191999979783, 0.3077055999892764, 0.23681029997533187, 0.30466840000008233, 0.1822288999974262, 0.24240479999571107, 0.2704838000063319, 0.21962550000171177, 0.29996949998894706, 0.2707306000229437)","(0.1842043999931775, 0.09548630000790581, 0.07843220001086593, 0.09503460000269115, 0.16592780000064522, 0.10793340002419427, 0.1138959999952931, 0.17830230001709424, 0.11026079999282956, 0.12031260001822375, 0.052608199999667704, 0.07174159999703988, 0.06276780000189319, 0.1539506999833975, 0.10360540001420304, 0.03659669999615289, 0.09431500002392568, 0.04406310000922531, 0.08411510000587441, 0.10972539999056607, 0.19920919998548925, 0.07314679998671636, 0.08076870001968928, 0.18494549999013543, 0.04232760000741109, 0.09846800001105294, 0.12883230001898482, 0.1564498000079766, 0.19148099998710677, 0.23655490000965074, 0.08411580001120456, 0.08369080000557005, 0.07465530000627041, 0.1495827000180725, 0.07530639998731203, 0.11785760000930168, 0.08939809998264536, 0.08210730002610944, 0.11519700000644661, 0.23457920001237653, 0.18590529999346472, 0.057374199997866526, 0.08799110000836663, 0.05064890001085587, 0.1921483000041917, 0.11914659998728894, 0.08665320000727661, 0.06182420000550337, 0.20595249999314547, 0.062312800000654534, 0.14848820000770502, 0.09141559997806326, 0.09452240000246093, 0.23423060000641271, 0.16318289999617264, 0.10188740000012331, 0.0901568999979645, 0.13203659999999218, 0.08265239998581819, 0.0953078999882564, 0.12181919999420643, 0.1467071999795735, 0.33576829999219626, 0.10129180000512861, 0.1030066000239458, 0.10424580000108108, 0.046037299995077774, 0.2005490000010468, 0.08470209999359213, 0.07522600001539104, 0.10580469999695197, 0.10079910000786185, 0.18350549999740906, 0.13277389999711886, 0.07903899997472763, 0.07962949998909608, 0.11734669998986647, 0.1838207999826409, 0.11474810002255253, 0.04926510000950657, 0.11444970002048649, 0.11431969999102876, 0.11449720000382513, 0.04834179999306798, 0.08514239999931306, 0.18044300001929514, 0.055089899979066104, 0.18867870001122355, 0.10447670001303777, 0.11637240002164617, 0.11159309998038225, 0.117779199994402, 0.10674119999748655, 0.07981170000857674, 0.05146489999606274, 0.1630308000021614, 0.10181459999876097, 0.09299860001192428, 0.2257953000080306, 0.18444640000234358)","(24, 25, 26, 24, 35, 26, 26, 37, 25, 26, 14, 19, 14, 35, 25, 14, 25, 13, 25, 26, 35, 24, 23, 35, 14, 25, 24, 24, 29, 24, 14, 27, 22, 31, 24, 26, 25, 27, 26, 35, 30, 14, 18, 24, 32, 24, 24, 14, 32, 14, 26, 25, 24, 32, 32, 25, 24, 26, 19, 24, 26, 26, 35, 14, 14, 26, 14, 35, 23, 24, 26, 24, 32, 31, 24, 24, 26, 35, 26, 14, 26, 24, 26, 14, 24, 35, 14, 35, 24, 25, 26, 35, 25, 26, 14, 32, 24, 25, 35, 24)"
all monomials repair,"[0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 11, 12, 13, 13, 14, 14, 14, 14, 14, 15, 16, 16, 17, 18, 18, 18, 19, 20, 21, 22, 23, 23, 23, 23, 24, 25, 26, 26, 27, 28, 28, 28, 29, 30, 31, 32, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 45, 46, 47, 48, 48, 48, 48, 49, 50, 51, 51, 52, 53, 54, 54, 54, 55, 55, 56, 57, 57, 58, 58, 58, 59, 60, 61, 62, 62, 63, 63, 63, 64]",-1,"(0.30678240000270307, 0.2536946999898646, 0.28006550000282004, 49.64633759998833, 0.3814532000105828, 0.24800880000111647, 0.2794862999871839, 0.3060172999976203, 0.25716979999560863, 0.5372975000063889, 1.4366830999788363, 1.185847200016724, 1.0865336999995634, 20.54248100001132, 0.437359599978663, 0.2283467999950517, 16.599290700018173, 0.24888329999521375, 10.743249999999534, 0.29603600001428276, 1.3810531000199262, 0.20556719999876805, 0.22788700001547113, 0.642752699990524, 0.2714978000149131, 0.26398909999988973, 0.24872900001355447, 0.37582929999916814, 0.43272219999926165, 0.47168129999772646, 0.26083489999291487, 0.24239649999071844, 0.23048989998642355, 0.26376150001306087, 0.316841599997133, 0.2590819000033662, 0.9465763000189327, 0.3377889000112191, 0.29357949999393895, 12.169661799998721, 0.5513823999790475, 2.0881027999857906, 1.2150930999778211, 0.2415681999991648, 0.2695907000161242, 0.2586013000109233, 0.22562729998026043, 3.9459730999951717, 0.23365939999348484, 1.704603100020904, 7.290336200007005, 20.300664200010942, 0.2217520999838598, 0.23370379998232238, 0.3381474000052549, 0.9367280000005849, 0.3746920000121463, 0.5941053999995347, 1.3632856000040192, 0.5638858000165783, 0.296406500012381, 0.8083765000046697, 0.4781092000193894, 0.21872699999948964, 0.2207883000082802, 30.757108599995263, 0.2394518000073731, 0.5298499999917112, 0.39891970000462607, 0.44522399999550544, 0.28355210000881925, 0.466517599998042, 0.23939070000778884, 0.25160499999765307, 0.3667470999935176, 0.5952736999897752, 0.644105799990939, 1.075011800014181, 40.61602340001264, 4.329755899991142, 0.2569083000125829, 0.983183900010772, 50.570974000002025, 2.2268956000043545, 0.2712854999990668, 4.833123799995519, 3.9895242000056896, 2.2162740000057966, 0.29770019999705255, 0.25711030000820756, 50.404894899984356, 0.7587842999782879, 0.23448380001354963, 58.201664499996696, 1.6627180999785196, 0.2551398999930825, 0.35612130002118647, 0.32058659999165684, 1.295538900012616, 0.24871870002243668)","(0.3960402999946382, 0.35563549998914823, 0.44546359998639673, 0.6467780999955721, 1.1027611000172328, 0.3998927999928128, 0.6603709999762941, 0.5070180000038818, 0.5764890999998897, 0.8543976000219118, 0.6341176999849267, 0.6599633000150789, 0.6747697000100743, 1.3514699000224937, 0.8212737000139896, 0.5854363999969792, 0.838111699995352, 0.4019855000078678, 2.377928600006271, 1.028980999981286, 0.5981919000041671, 0.772849100001622, 0.8726086000096984, 1.061141599988332, 0.6138548000017181, 0.9389513000205625, 0.9839964000275359, 1.1476953999954276, 1.3060446000017691, 1.227831199998036, 0.6539794999989681, 0.7382508000009693, 0.7025677999772597, 1.102872900024522, 0.9736591000109911, 1.1070080999925267, 1.4989795000001322, 1.9052525000006426, 0.6538733999768738, 1.222082299995236, 1.0697842999943532, 0.9240960999741219, 0.9318481000082102, 1.195757199981017, 0.841286000009859, 1.1911089000059292, 1.1878977000014856, 0.7145101000205614, 0.7969111000129487, 1.0065725000167731, 2.4034781999944244, 1.820333199982997, 1.2978119000035804, 0.880431800003862, 1.6815083000110462, 3.168699900008505, 1.6488216000143439, 1.493723499996122, 1.5399544999818318, 1.8714533999736886, 1.766419500025222, 1.9281758999859449, 2.4840385999996215, 0.8970841999980621, 0.8980317999958061, 1.8520745999994688, 0.8826068000053056, 0.8949336000077892, 2.7120089999807533, 1.8853719999897294, 1.6831828000140376, 2.1297133000043686, 1.136441000009654, 1.690490300010424, 2.0390797999862116, 2.066807199997129, 2.0332547999860253, 0.9830628000199795, 2.3330875000101514, 1.590623099997174, 1.803786600008607, 2.961009299993748, 1.1289850999892224, 1.6836485999810975, 3.117513200006215, 3.3847832000174094, 2.270164300018223, 2.6184586999879684, 1.9689897999924142, 1.9653209999960382, 1.2530251999851316, 2.948124699993059, 2.009906899998896, 2.027355099999113, 1.7339636000106111, 1.526892099995166, 3.388276000012411, 0.8642593000258785, 2.2398801000090316, 2.174221799999941)","(24, 28, 26, 38, 83, 26, 25, 37, 23, 25, 21, 25, 25, 40, 27, 14, 32, 14, 39, 24, 40, 24, 23, 37, 16, 25, 24, 27, 29, 24, 14, 19, 22, 25, 24, 24, 30, 27, 26, 42, 30, 20, 19, 24, 31, 24, 24, 20, 32, 20, 24, 32, 24, 32, 30, 34, 27, 25, 25, 29, 24, 24, 37, 14, 14, 28, 14, 37, 26, 27, 25, 29, 32, 25, 24, 24, 27, 40, 30, 19, 24, 29, 31, 20, 24, 40, 19, 38, 24, 24, 31, 35, 24, 24, 20, 32, 24, 25, 35, 24)"
adaptive repair base,"[0, 0, 0, 1, 2, 3, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 10, 11, 11, 12, 12, 12, 13, 13, 14, 14, 15, 16, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 26, 26, 27, 28, 29, 29, 30, 31, 32, 32, 33, 34, 35, 36, 36, 37, 37, 38, 39, 40, 41, 42, 43, 43, 44, 45, 46, 47, 47, 48, 49, 50, 50, 50, 50, 51, 52, 53, 53, 54, 55, 56, 56, 56, 57, 57, 58, 59, 59, 60, 60, 60, 61, 62, 63, 64, 64, 65, 65, 65, 66]",-1,"(0.22294370000599883, 0.23440589997335337, 0.2627454999892507, 0.35928150001564063, 0.5626036000030581, 0.2500912999967113, 0.24041490000672638, 0.4373642999853473, 0.34949729999061674, 1.3594614999892656, 1.86781689999043, 0.23072789999423549, 1.0949303999950644, 0.41344849998131394, 0.2367134999949485, 0.2012142000021413, 0.22237280002445914, 0.1851615000050515, 0.26812799999606796, 0.24040599999716505, 3.0216926999855787, 0.964780400012387, 0.40139499999349937, 0.6455729000153951, 2.260145000007469, 0.5155028000008315, 0.249964100017678, 2.025712900009239, 0.23977679997915402, 0.29694940001354553, 8.759058199997526, 0.3176969999913126, 3.0582710999879055, 0.2603684999921825, 0.26804389999597333, 0.29150449999724515, 0.5494087999977637, 59.64958940001088, 1.657132599997567, 0.3427209999936167, 0.4842589999898337, 1.7131426999985706, 1.3435331000073347, 0.28077359998133034, 0.26154439998208545, 0.44267889999900945, 0.281573499989463, 3.401131200022064, 0.3765702999953646, 1.6992917000025045, 5.857554399990477, 0.2791614000161644, 0.27346480000414886, 0.2671307999989949, 0.28451199998380616, 0.8302265999955125, 0.25462220000918023, 0.46940230001928285, 0.853284300013911, 1.0288706999854185, 0.2994629000022542, 0.35033849999308586, 0.4395336000015959, 0.2197761999850627, 0.3308930000057444, 40.49125049999566, 0.371161100018071, 0.47362979999161325, 0.3936661999905482, 0.22812300000805408, 0.303478100016946, 0.8293260000064038, 0.22261000002617948, 4.010995999997249, 0.384342800010927, 0.2329950999992434, 32.745361199980834, 13.192442799976561, 0.29729190000216477, 4.048279700014973, 0.28987080001388676, 0.5663800000038464, 45.690893699997105, 2.716804499999853, 0.2548571999941487, 8.794395600009011, 3.9530006000131834, 8.326126400002977, 0.4830072999757249, 0.25566840000101365, 45.89425640000263, 0.9091939000063576, 0.266057600005297, 0.3308190999960061, 1.6940339999855496, 0.23502100000041537, 0.33228570001665503, 0.22716789998230524, 0.29861579998396337, 0.2354777999862563)","(0.23047600002610125, 0.4695466000121087, 0.5045533999800682, 0.5761120000097435, 1.6155968999955803, 0.3734421999834012, 0.668097999994643, 1.2155281000013929, 0.7864116999844555, 0.8558146999857854, 0.7678424000041559, 0.3966958999808412, 0.6969889999891166, 1.443393900000956, 0.472638300008839, 0.39624719999847, 0.7636460000067018, 0.406161399994744, 0.886838100006571, 0.9031096999824513, 0.6315663999994285, 1.0849614000180736, 1.1836547999992035, 2.1693336999742314, 0.7862737000104971, 1.0501026999845635, 1.0445228000171483, 1.4989797000016551, 0.7187430000049062, 1.5678828999807592, 0.8791618999966886, 1.1861757000151556, 1.904635099985171, 1.2322786999866366, 1.1470877999963704, 1.1963991999800783, 1.864414299983764, 1.2517842999950517, 1.4387587000092026, 0.8158884000149556, 2.0303190000122413, 1.051532399986172, 1.1100777999963611, 1.306275499984622, 0.8430999999982305, 1.3070903999905568, 1.3452524000022095, 1.3092919000191614, 0.9714849999872968, 1.1428594999888446, 2.5199103000049945, 1.7184351999894716, 1.7185278999968432, 0.9488486000045668, 1.8395750999916345, 1.650335799989989, 1.520059400005266, 2.665344200009713, 1.480030100006843, 1.9924104000092484, 1.6478786000225227, 1.6387425000139046, 1.8045879999990575, 1.5205085999914445, 1.0114346999907866, 1.9201854999992065, 1.4051921000063885, 0.9428851999982726, 1.9554428000119515, 1.81012149999151, 1.8723735999956261, 1.5827269000001252, 1.144248600001447, 1.8597591999860015, 1.8542251999897417, 1.8648385999840684, 2.3650388999958523, 1.0839334999909624, 2.688669100025436, 1.7716811000136659, 2.282765300013125, 1.1090244999795686, 1.2224656000034884, 1.7360650999762584, 2.2508491999760736, 4.4482467000198085, 1.6818422000214923, 1.2954253999923822, 2.2389224999933504, 2.0561899000022095, 1.2742061000026297, 4.355421800020849, 2.39804830000503, 2.288009300013073, 1.986881299992092, 1.3395578999770805, 3.474756699986756, 2.105502799997339, 2.2548598000139464, 2.22498880000785)","(24, 25, 24, 27, 40, 26, 25, 37, 26, 27, 24, 19, 22, 39, 25, 14, 25, 13, 25, 24, 42, 36, 26, 33, 19, 34, 24, 32, 29, 24, 19, 27, 24, 25, 24, 24, 34, 25, 27, 33, 30, 20, 19, 24, 32, 24, 24, 21, 30, 20, 24, 25, 24, 32, 30, 30, 24, 25, 22, 29, 24, 24, 35, 14, 14, 28, 14, 35, 26, 24, 25, 29, 32, 30, 24, 24, 31, 40, 25, 19, 24, 27, 31, 20, 24, 40, 19, 40, 24, 24, 31, 35, 24, 26, 20, 32, 24, 25, 35, 24)"
adaptive repair + support for signature change,"[0, 0, 0, 1, 2, 3, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 10, 11, 11, 12, 12, 12, 13, 13, 14, 14, 15, 16, 16, 17, 18, 19, 20, 20, 21, 21, 22, 23, 24, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]",-1,"(0.21114879997912794, 0.2345909000141546, 0.2590458999911789, 0.3340827999927569, 0.5350327999913134, 0.2525465000071563, 0.2379116999800317, 0.40658710000570863, 0.36109530000248924, 1.4648826000047848, 1.9724526000209153, 0.2478735000186134, 1.2546085999929346, 0.3937607000116259, 0.22846839998965152, 0.20465580001473427, 0.2298544000077527, 0.19784799998160452, 0.23554980001063086, 0.256545099982759, 2.997694699995918, 0.9421966999943834, 0.40674760000547394, 0.31903489999240264, 2.768403699999908, 0.47369099999195896, 0.24000059999525547, 2.0656137999903876, 0.22844450001139194, 0.3129188000166323, 8.836355600011302, 0.25386840000282973, 2.6650722000049427, 0.30661550001241267, 12.505200599989621, 0.27427650001482107, 0.6178295999998227, 32.565369500021916, 23.39645830000518, 0.42677639998146333, 0.38916489999974146, 1.0707746999978554, 0.3812556000193581, 0.2131045999994967, 0.4258333999896422, 0.2257234000135213, 0.1956374000001233, 0.30581639998126775, 0.42131149998749606, 0.3092569000145886, 0.21446190000278875, 0.19111770001472905, 0.2076015000056941, 0.36572949998662807, 0.3658163000072818, 0.288227300014114, 0.35535329999402165, 0.6539742999884766, 0.37596750000375323, 0.2314399000024423, 0.31384620000608265, 0.3125528999953531, 0.28403069998603314, 0.19218750001164153, 0.19558639999013394, 0.3463204999861773, 0.20481900000595488, 0.3602157999994233, 0.28300759999547154, 0.20987979997880757, 0.21600270000635646, 0.45197739999275655, 0.391782399994554, 0.370153299998492, 0.23093429999426007, 0.26299119999748655, 0.3644266000192147, 0.40503789999638684, 0.3235831999918446, 0.27579919999698177, 0.2060361999901943, 0.3767076999938581, 0.22729380000964738, 0.283365799987223, 0.2494631000154186, 0.37616639997577295, 0.27201790001709014, 0.5117038000025786, 0.18937429998186417, 0.24698409999837168, 0.22828059998573735, 0.3567533000023104, 0.2097055000194814, 0.2962831000040751, 0.4352601999999024, 0.8535415999940597, 0.27535760001046583, 0.39145940000889823, 0.32576189999235794, 0.23094020001008175)","(0.23796120000770316, 0.49870340002235025, 0.4970843000046443, 0.5783978000108618, 1.395993100013584, 0.3731510999787133, 0.648574799997732, 1.2558424999879207, 0.8506351000105496, 0.9668566999898758, 0.8082630000135396, 0.39010079999570735, 0.7264104000059888, 1.382378600013908, 0.4755097999877762, 0.41829540001344867, 0.7559722999867518, 0.4117872999922838, 0.8651017999800388, 0.9286444000026677, 0.6246540000138339, 1.0984342999872752, 1.1076848999946378, 2.0900644000212196, 0.8985199000162538, 1.1042808000056539, 1.0738912000088021, 1.4885290999955032, 0.7112496999907307, 1.0092388999764808, 0.7843561999907251, 1.2576930000213906, 0.48467710000113584, 0.945377299998654, 0.808077299996512, 0.4514028999838047, 1.5953569000121206, 0.7519719999982044, 0.7643807000131346, 0.6751970000041183, 0.8093976000091061, 0.4718910999945365, 0.4939971000130754, 0.5190471999812871, 0.9136121000046842, 0.34142730000894517, 0.35627479999675415, 0.27322480001021177, 0.585774399980437, 0.25856000001658686, 0.2821551999950316, 0.38921630001277663, 0.35950289998436347, 0.6673317000095267, 0.6011603000224568, 0.5526640000171028, 0.937540299986722, 0.6353919999965001, 0.3051643999933731, 0.4009070000029169, 0.39979809999931604, 0.36759360000723973, 0.6960473000071943, 0.18753860000288114, 0.17890309999347664, 0.39725429998361506, 0.17942149998270907, 0.6962768000084907, 0.4040709999972023, 0.36384030000772327, 0.38468550000106916, 0.541384799988009, 0.5933276999858208, 0.5219539999961853, 0.38708950000000186, 0.7360031999996863, 0.6242329000087921, 0.7837427999766078, 0.45828409999376163, 0.23289380001369864, 0.3448416999890469, 0.585798199987039, 0.36989219998940825, 0.24689529999159276, 0.3809729999920819, 0.6906569999991916, 0.24444490001769736, 0.8233870999829378, 0.2875044999818783, 0.3954832999734208, 0.3791919999930542, 0.6033112999866717, 0.345874000020558, 0.35685820001526736, 0.5018404000147711, 1.0626723000023048, 0.41945419998955913, 0.6019102999998722, 0.7370228000218049, 0.40599939998355694)","(24, 25, 24, 27, 40, 26, 25, 37, 26, 27, 24, 19, 22, 39, 25, 14, 25, 13, 25, 24, 42, 36, 26, 33, 19, 34, 24, 32, 29, 24, 19, 27, 24, 31, 27, 26, 34, 26, 31, 35, 28, 22, 21, 24, 35, 24, 24, 22, 35, 20, 24, 25, 24, 36, 35, 32, 24, 31, 22, 24, 24, 24, 37, 14, 14, 26, 14, 41, 26, 24, 25, 36, 35, 34, 24, 24, 27, 41, 31, 19, 24, 39, 25, 19, 27, 40, 19, 48, 24, 27, 25, 35, 24, 23, 20, 35, 24, 35, 38, 24)"
