Label,Score,Learned Model ID,planing time,execute & repair time,Plan Length
oracle,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",-1,"(0.19022530000074767, 0.18013030001020525, 0.9629966000065906, 0.1347332000004826, 0.16035270001157187, 0.14779839999391697, 0.13960019999649376, 0.13704249999136664, 0.1471592000016244, 0.2719604000012623, 0.13180930000089575, 0.145968199998606, 0.15112239999871235, 0.13425839999399614, 0.12676810000266414, 0.432350499992026, 0.14584080000349786, 0.1394084999919869, 0.13836349999473896, 0.1511224999994738, 0.1304829000000609, 0.3163399000040954, 0.11909629999718163, 0.13750609999988228, 0.13371780001034494, 0.1369422999996459, 0.13422589999390766, 0.3661246000119718, 0.1414892000029795, 0.14278989999729674, 0.12144940000143833, 0.15219280000019353, 0.2533592999971006, 0.1545782000030158, 0.14650370000163093, 0.15086819999851286, 0.19044409999332856, 0.15257600000768434, 0.1608319999941159, 0.13296689999697264, 0.23809410000103526, 0.13995119999162853, 0.12411179998889565, 0.1493040000059409, 0.1279082999972161, 0.13737189999665134, 0.2585846000001766, 0.9436596000014106, 0.1745838999922853, 0.12874079999164678)","(0.07605130001320504, 0.04044219999923371, 1.4096210999996401, 0.02718299999833107, 0.02972079999744892, 0.02505689999088645, 0.02886969999235589, 0.04217859999334905, 0.04808549999142997, 0.12957200000528246, 0.022446000002673827, 0.020027899998240173, 0.033298899987130426, 0.06415160000324249, 0.04236500000115484, 0.4809144000028027, 0.06159639998804778, 0.02095299999928102, 0.0425734000018565, 0.03644009999698028, 0.06461479999416042, 0.15649449999909848, 0.042878600012045354, 0.019611299998359755, 0.0070361999969463795, 0.03183750000607688, 0.04821930000616703, 0.0946680000051856, 0.06547009998757858, 0.019644200001494028, 0.04450319999887142, 0.04532780000590719, 0.11794759999611415, 0.07668070000363514, 0.016375600011087954, 0.04216379999706987, 0.17253619999974035, 0.03231509999022819, 0.02694609999889508, 0.056742600005236454, 0.11085660000389908, 0.03397920000134036, 0.0137817999930121, 0.03337930000270717, 0.042438500007847324, 0.03230010000697803, 0.2539695000014035, 0.278920199998538, 0.08204510000359733, 0.017371199995977804)","(13, 6, 545, 6, 8, 4, 5, 8, 8, 38, 7, 6, 12, 12, 11, 127, 20, 8, 16, 12, 12, 50, 10, 4, 5, 10, 10, 23, 14, 6, 12, 10, 43, 18, 6, 10, 45, 10, 7, 11, 34, 5, 4, 11, 8, 8, 62, 106, 33, 7)"
